방면명,date,직진,좌회전,우회전,합계,빨간날
부산시청→연산교차로,2023.8.21 03:00,120,66,36,222,0
사직운동장→연산교차로,2023.8.21 03:00,29,89,13,131,0
신리→연산교차로,2023.8.21 03:00,67,33,18,118,0
안락→연산교차로,2023.8.21 03:00,101,0,31,132,0
연산터널→연산교차로,2023.8.21 03:00,63,84,31,178,0
교대→연산교차로,2023.8.21 04:00,56,0,76,132,0
부산시청→연산교차로,2023.8.21 04:00,137,70,33,240,0
사직운동장→연산교차로,2023.8.21 04:00,27,108,14,149,0
신리→연산교차로,2023.8.21 04:00,86,48,5,139,0
안락→연산교차로,2023.8.21 04:00,157,0,32,189,0
연산터널→연산교차로,2023.8.21 04:00,72,68,20,160,0
교대→연산교차로,2023.8.21 05:00,83,0,121,204,0
부산시청→연산교차로,2023.8.21 05:00,251,153,64,468,0
사직운동장→연산교차로,2023.8.21 05:00,52,164,19,235,0
신리→연산교차로,2023.8.21 05:00,222,99,7,328,0
안락→연산교차로,2023.8.21 05:00,312,0,48,360,0
연산터널→연산교차로,2023.8.21 05:00,127,148,18,293,0
교대→연산교차로,2023.8.21 06:00,190,0,268,458,0
부산시청→연산교차로,2023.8.21 06:00,419,287,147,853,0
사직운동장→연산교차로,2023.8.21 06:00,89,323,47,459,0
신리→연산교차로,2023.8.21 06:00,379,245,28,652,0
안락→연산교차로,2023.8.21 06:00,551,0,112,663,0
연산터널→연산교차로,2023.8.21 06:00,255,275,43,573,0
교대→연산교차로,2023.8.21 07:00,271,0,444,715,0
부산시청→연산교차로,2023.8.21 07:00,576,368,217,1161,0
사직운동장→연산교차로,2023.8.21 07:00,196,533,69,798,0
신리→연산교차로,2023.8.21 07:00,471,354,25,850,0
안락→연산교차로,2023.8.21 07:00,634,0,68,702,0
연산터널→연산교차로,2023.8.21 07:00,322,371,28,721,0
교대→연산교차로,2023.8.21 08:00,324,0,471,795,0
부산시청→연산교차로,2023.8.21 08:00,573,412,312,1297,0
사직운동장→연산교차로,2023.8.21 08:00,207,645,53,905,0
신리→연산교차로,2023.8.21 08:00,520,345,30,895,0
안락→연산교차로,2023.8.21 08:00,583,0,85,668,0
연산터널→연산교차로,2023.8.21 08:00,335,360,26,721,0
교대→연산교차로,2023.8.21 09:00,282,0,470,752,0
부산시청→연산교차로,2023.8.21 09:00,494,344,298,1136,0
사직운동장→연산교차로,2023.8.21 09:00,175,548,74,797,0
신리→연산교차로,2023.8.21 09:00,445,339,44,828,0
안락→연산교차로,2023.8.21 09:00,580,0,119,699,0
연산터널→연산교차로,2023.8.21 09:00,302,367,41,710,0
교대→연산교차로,2023.8.21 10:00,312,0,448,760,0
부산시청→연산교차로,2023.8.21 10:00,522,380,269,1171,0
사직운동장→연산교차로,2023.8.21 10:00,207,570,52,829,0
신리→연산교차로,2023.8.21 10:00,453,296,70,819,0
안락→연산교차로,2023.8.21 10:00,527,0,149,676,0
연산터널→연산교차로,2023.8.21 10:00,286,310,58,654,0
교대→연산교차로,2023.8.21 11:00,309,0,440,749,0
부산시청→연산교차로,2023.8.21 11:00,562,377,280,1219,0
사직운동장→연산교차로,2023.8.21 11:00,194,557,63,814,0
신리→연산교차로,2023.8.21 11:00,436,296,51,783,0
안락→연산교차로,2023.8.21 11:00,524,0,174,698,0
연산터널→연산교차로,2023.8.21 11:00,300,309,56,665,0
교대→연산교차로,2023.8.21 12:00,286,0,397,683,0
부산시청→연산교차로,2023.8.21 12:00,563,361,219,1143,0
사직운동장→연산교차로,2023.8.21 12:00,183,549,63,795,0
신리→연산교차로,2023.8.21 12:00,430,241,60,731,0
안락→연산교차로,2023.8.21 12:00,480,0,143,623,0
연산터널→연산교차로,2023.8.21 12:00,265,293,47,605,0
교대→연산교차로,2023.8.21 13:00,339,0,429,768,0
부산시청→연산교차로,2023.8.21 13:00,605,424,307,1336,0
사직운동장→연산교차로,2023.8.21 13:00,200,599,72,871,0
신리→연산교차로,2023.8.21 13:00,414,248,56,718,0
안락→연산교차로,2023.8.21 13:00,407,0,112,519,0
연산터널→연산교차로,2023.8.21 13:00,234,259,51,544,0
교대→연산교차로,2023.8.21 14:00,358,0,496,854,0
부산시청→연산교차로,2023.8.21 14:00,641,452,295,1388,0
사직운동장→연산교차로,2023.8.21 14:00,224,633,90,947,0
신리→연산교차로,2023.8.21 14:00,442,267,61,770,0
안락→연산교차로,2023.8.21 14:00,420,0,109,529,0
연산터널→연산교차로,2023.8.21 14:00,240,278,49,567,0
교대→연산교차로,2023.8.21 15:00,361,0,445,806,0
부산시청→연산교차로,2023.8.21 15:00,614,453,303,1370,0
사직운동장→연산교차로,2023.8.21 15:00,230,645,70,945,0
신리→연산교차로,2023.8.21 15:00,453,273,57,783,0
안락→연산교차로,2023.8.21 15:00,441,0,107,548,0
연산터널→연산교차로,2023.8.21 15:00,234,292,48,574,0
교대→연산교차로,2023.8.21 16:00,368,0,468,836,0
부산시청→연산교차로,2023.8.21 16:00,616,496,285,1397,0
사직운동장→연산교차로,2023.8.21 16:00,220,664,93,977,0
신리→연산교차로,2023.8.21 16:00,494,306,54,854,0
안락→연산교차로,2023.8.21 16:00,432,0,119,551,0
연산터널→연산교차로,2023.8.21 16:00,237,267,47,551,0
교대→연산교차로,2023.8.21 17:00,378,0,549,927,0
부산시청→연산교차로,2023.8.21 17:00,614,537,315,1466,0
사직운동장→연산교차로,2023.8.21 17:00,239,677,46,962,0
신리→연산교차로,2023.8.21 17:00,534,294,51,879,0
안락→연산교차로,2023.8.21 17:00,449,0,83,532,0
연산터널→연산교차로,2023.8.21 17:00,201,279,62,542,0
교대→연산교차로,2023.8.21 18:00,394,0,545,939,0
부산시청→연산교차로,2023.8.21 18:00,620,548,310,1478,0
사직운동장→연산교차로,2023.8.21 18:00,231,703,43,977,0
신리→연산교차로,2023.8.21 18:00,492,253,53,798,0
안락→연산교차로,2023.8.21 18:00,438,0,98,536,0
연산터널→연산교차로,2023.8.21 18:00,215,288,46,549,0
교대→연산교차로,2023.8.21 19:00,332,0,407,739,0
부산시청→연산교차로,2023.8.21 19:00,551,413,278,1242,0
사직운동장→연산교차로,2023.8.21 19:00,184,570,68,822,0
신리→연산교차로,2023.8.21 19:00,399,212,45,656,0
안락→연산교차로,2023.8.21 19:00,422,0,86,508,0
연산터널→연산교차로,2023.8.21 19:00,219,251,51,521,0
교대→연산교차로,2023.8.21 20:00,275,0,288,563,0
부산시청→연산교차로,2023.8.21 20:00,446,295,207,948,0
사직운동장→연산교차로,2023.8.21 20:00,160,481,78,719,0
신리→연산교차로,2023.8.21 20:00,336,189,32,557,0
안락→연산교차로,2023.8.21 20:00,397,0,97,494,0
연산터널→연산교차로,2023.8.21 20:00,194,260,56,510,0
교대→연산교차로,2023.8.21 21:00,274,0,300,574,0
부산시청→연산교차로,2023.8.21 21:00,456,308,211,975,0
사직운동장→연산교차로,2023.8.21 21:00,139,434,80,653,0
신리→연산교차로,2023.8.21 21:00,261,178,19,458,0
안락→연산교차로,2023.8.21 21:00,383,0,122,505,0
연산터널→연산교차로,2023.8.21 21:00,207,272,64,543,0
교대→연산교차로,2023.8.21 22:00,221,0,238,459,0
부산시청→연산교차로,2023.8.21 22:00,383,245,164,792,0
사직운동장→연산교차로,2023.8.21 22:00,133,366,72,571,0
신리→연산교차로,2023.8.21 22:00,221,154,25,400,0
안락→연산교차로,2023.8.21 22:00,347,0,95,442,0
연산터널→연산교차로,2023.8.21 22:00,174,223,72,469,0
교대→연산교차로,2023.8.21 23:00,164,0,228,392,0
부산시청→연산교차로,2023.8.21 23:00,296,175,119,590,0
사직운동장→연산교차로,2023.8.21 23:00,94,282,85,461,0
신리→연산교차로,2023.8.21 23:00,193,117,25,335,0
안락→연산교차로,2023.8.21 23:00,254,0,73,327,0
연산터널→연산교차로,2023.8.21 23:00,164,188,68,420,0
교대→연산교차로,2023.8.22 00:00,137,0,189,326,0
부산시청→연산교차로,2023.8.22 00:00,227,151,108,486,0
사직운동장→연산교차로,2023.8.22 00:00,66,239,62,367,0
신리→연산교차로,2023.8.22 00:00,134,97,13,244,0
안락→연산교차로,2023.8.22 00:00,192,0,50,242,0
연산터널→연산교차로,2023.8.22 00:00,130,168,47,345,0
교대→연산교차로,2023.8.22 01:00,88,0,174,262,0
부산시청→연산교차로,2023.8.22 01:00,177,96,73,346,0
사직운동장→연산교차로,2023.8.22 01:00,46,154,30,230,0
신리→연산교차로,2023.8.22 01:00,117,54,16,187,0
안락→연산교차로,2023.8.22 01:00,133,0,35,168,0
연산터널→연산교차로,2023.8.22 01:00,99,132,45,276,0
교대→연산교차로,2023.8.22 02:00,63,0,88,151,0
부산시청→연산교차로,2023.8.22 02:00,138,81,59,278,0
사직운동장→연산교차로,2023.8.22 02:00,39,129,37,205,0
신리→연산교차로,2023.8.22 02:00,69,52,11,132,0
안락→연산교차로,2023.8.22 02:00,110,0,26,136,0
연산터널→연산교차로,2023.8.22 02:00,85,107,32,224,0
교대→연산교차로,2023.8.22 03:00,59,0,100,159,0
부산시청→연산교차로,2023.8.22 03:00,118,65,52,235,0
사직운동장→연산교차로,2023.8.22 03:00,30,131,18,179,0
신리→연산교차로,2023.8.22 03:00,76,39,13,128,0
안락→연산교차로,2023.8.22 03:00,112,0,31,143,0
연산터널→연산교차로,2023.8.22 03:00,65,107,34,206,0
교대→연산교차로,2023.8.22 04:00,55,0,97,152,0
부산시청→연산교차로,2023.8.22 04:00,146,78,52,276,0
사직운동장→연산교차로,2023.8.22 04:00,34,122,17,173,0
신리→연산교차로,2023.8.22 04:00,108,54,14,176,0
안락→연산교차로,2023.8.22 04:00,163,0,35,198,0
연산터널→연산교차로,2023.8.22 04:00,77,101,32,210,0
교대→연산교차로,2023.8.22 05:00,105,0,128,233,0
부산시청→연산교차로,2023.8.22 05:00,243,171,83,497,0
사직운동장→연산교차로,2023.8.22 05:00,57,191,40,288,0
신리→연산교차로,2023.8.22 05:00,214,96,4,314,0
안락→연산교차로,2023.8.22 05:00,306,0,65,371,0
연산터널→연산교차로,2023.8.22 05:00,124,149,35,308,0
교대→연산교차로,2023.8.22 06:00,187,0,230,417,0
부산시청→연산교차로,2023.8.22 06:00,382,227,121,730,0
사직운동장→연산교차로,2023.8.22 06:00,88,291,55,434,0
신리→연산교차로,2023.8.22 06:00,365,186,28,579,0
안락→연산교차로,2023.8.22 06:00,471,0,105,576,0
연산터널→연산교차로,2023.8.22 06:00,239,242,36,517,0
교대→연산교차로,2023.8.22 07:00,261,0,389,650,0
부산시청→연산교차로,2023.8.22 07:00,530,368,193,1091,0
사직운동장→연산교차로,2023.8.22 07:00,176,485,68,729,0
신리→연산교차로,2023.8.22 07:00,480,305,33,818,0
안락→연산교차로,2023.8.22 07:00,613,0,76,689,0
연산터널→연산교차로,2023.8.22 07:00,292,382,46,720,0
교대→연산교차로,2023.8.22 08:00,315,0,517,832,0
부산시청→연산교차로,2023.8.22 08:00,584,417,344,1345,0
사직운동장→연산교차로,2023.8.22 08:00,188,621,62,871,0
신리→연산교차로,2023.8.22 08:00,505,353,29,887,0
안락→연산교차로,2023.8.22 08:00,588,0,93,681,0
연산터널→연산교차로,2023.8.22 08:00,313,387,41,741,0
교대→연산교차로,2023.8.22 09:00,299,0,483,782,0
부산시청→연산교차로,2023.8.22 09:00,495,370,322,1187,0
사직운동장→연산교차로,2023.8.22 09:00,196,602,72,870,0
신리→연산교차로,2023.8.22 09:00,452,326,54,832,0
안락→연산교차로,2023.8.22 09:00,557,0,90,647,0
연산터널→연산교차로,2023.8.22 09:00,305,372,31,708,0
교대→연산교차로,2023.8.22 10:00,297,0,471,768,0
부산시청→연산교차로,2023.8.22 10:00,560,382,275,1217,0
사직운동장→연산교차로,2023.8.22 10:00,198,595,52,845,0
